Sede	Comuna	Región	Orden Geográfico de Region	Cod.Carr.	Carrera Genérica	Nombre Programa	Mencion Especialidad	Horario	Tipo Programa	Área Conocimiento	Tipo Carrera	Ingreso Directo	Año Inicio Actividades	Campus	Duracion (en semestres)	Titulo	Grado Academico	Codigo SIES	Nivel Pregrado/Posgrado	Modalidad Programa	Especial	Facultad
Santiago	Santiago	Región Metropolitana	7	6684	Técnico en Administración de Redes Computacionales	TNS en Conectividad y Redes		Vespertino	Programa Regular	Tecnología	Técnico Nivel Superior	Ingreso Directo	2002		4	Técnico Nivel Sup. en Conectividad y Redes		I162S2C6J2V2	Pregrado	Presencial
Santiago	Santiago	Región Metropolitana	7	53717	Administración pública y similares	Administración Pública		Otro	Programa Regular	Administración y Comercio	Profesional	Ingreso Directo	2025	República	8	Administrador Público		I162S2C83J4V1	Pregrado	No presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	53721	Contabilidad, Auditoría y similares	Auditoria		Otro	Programa Regular	Administración y Comercio	Profesional	Ingreso Directo	2025	República	8	Contador Auditor		I162S2C86J4V1	Pregrado	No presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	53722	Ingeniería en Computación e Informática y similares	Ingeniería en Ciencia de Datos		Otro	Programa Regular	Tecnología	Profesional	Ingreso Directo	2025	República	8	Ingeniero en Ciencia de Datos		I162S2C88J4V1	Pregrado	No presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	53723	Ingeniería Ejecución Industrial y similares	Ingeniería Industrial (P.E.) 		Otro	Programa Especial	Tecnología	Profesional	No es Ingreso Directo	2025	República	4	Ingeniero Industrial		I162S2C87J4V1	Pregrado	No presencial	Continuidad (o articulación) de estudios
Santiago	Santiago	Región Metropolitana	7	53724	Medicinas Alternativas	Naturopatía (P.E.) 		Vespertino	Programa Especial	Salud	Profesional	No es Ingreso Directo	2025	República	4	Naturópata			Pregrado	Presencial	Continuidad (o articulación) de estudios
Santiago	Santiago	Región Metropolitana	7	53720	Técnico en Administración Pública	TNS en Administración Pública		Otro	Programa Regular	Administración y Comercio	Técnico Nivel Superior	Ingreso Directo	2025	República	5	Técnico Nivel Sup. en Administración Pública		I162S2C84J4V1	Pregrado	No presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	53719	Técnico en Computación e Informática	TNS en Ciencia de Datos		Otro	Programa Regular	Tecnología	Técnico Nivel Superior	Ingreso Directo	2025	República	5	Técnico Nivel Sup. en Ciencia de Datos		I162S2C89J4V1	Pregrado	No presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	53718	Técnico en Contabilidad, Auditoría y similares	TNS en Contabilidad General		Otro	Programa Regular	Administración y Comercio	Técnico Nivel Superior	Ingreso Directo	2025	República	5	Técnico Nivel Sup. en Contabilidad General		I162S2C85J4V1	Pregrado	No presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	53725	Técnico en Enfermería y Similares	TNS en Enfermería		Diurno	Programa Regular	Salud	Técnico Nivel Superior	Ingreso Directo	2025	República	5	Técnico Nivel Sup. en Enfermería		I162S2C91J1V1	Pregrado	Presencial	Otro objetivo
